7188,1,10,1407470400,0.1029563787127217
430,1,10,1376539200,0.48235944803155273
3134,1,10,1369713600,0.6753619112322553
3026,1,10,1350014400,0.10959492027199112
3010,1,10,1347854400,0.12607923101418167
804,1,10,1337572800,0.2596983771122612
160,1,10,1394683200,0.4824013651658967
95,1,9,1384578000,0.2383072224494329
377,1,7,1414728000,0.38592109213271736
888,1,7,1365652800,0.20734045255808234
89,1,7,1351742400,0.17534615353698774
1901,1,6,1411790400,0.38592109213271736
161,1,6,1413345600,0.24802561509924864
256,1,6,1342584000,0.17568652738435458
351,1,5,1416373200,0.289440819099538
3329,1,5,1389934800,0.2262817422923145
3341,1,5,1388984400,0.16250017381632767
649,1,5,1384491600,0.23095919389071107
1583,1,5,1380945600,0.2319827312496371
87,1,5,1381809600,0.2760939945055272
37,1,5,1374033600,0.12554225399816868
309,1,5,1378353600,0.14406453822793508
821,1,5,1368676800,0.35532004078276985
1496,1,5,1394168400,0.10245022070538783
637,1,5,1364961600,0.19148219076677678
964,1,5,1350100800,0.14470061401184925
594,1,5,1370836800,0.15913206424105392
2249,1,5,1360386000,0.16026412072536383
554,1,5,1346126400,0.14767577549685448
20,1,5,1343275200,0.14367570680415453
2227,1,5,1353301200,0.13222898725935137
1315,1,5,1334635200,0.19296054606635868
519,1,5,1344571200,0.01786852431146149
1316,1,5,1332216000,0.12702368622695254
2149,1,5,1326949200,0.16260833440216485
1724,1,5,1322802000,0.11954317633428169
18,1,5,1315022400,0.13726339913963956
57,1,5,1314158400,0.15651934798721526
118,1,4,1414123200,0.26431935997175576
3254,1,4,1373342400,0.12560280617972716
1177,1,4,1371009600,0.19296054606635868
112,1,4,1355634000,0.12392577345731157
11,1,4,1374984000,0.19296054606635868
586,1,4,1314763200,0.19296054606635868
35,1,4,1330578000,0.19296054606635868
15,1,4,1319860800,0.35647606409098626
1445,1,4,1309752000,0.10730450920706272
152,1,4,1354078800,0.19296054606635868
2,1,4,1411963200,0.12196946708001632
113,1,4,1311307200,0.19296054606635868
44,1,3,1415854800,0.1894411612838179
2401,1,3,1390626000,0.09998689724918138
10,1,3,1375243200,0.1252971500325393
2378,1,3,1378612800,0.23843632424554043
126,1,3,1374206400,0.14275509143279594
3245,1,3,1369972800,0.11637130399740085
783,1,3,1368676800,0.22310298414877983
493,1,3,1362114000,0.14275872019639976
1358,1,3,1372737600,0.18199250004908676
1180,1,3,1378267200,0.18590063431825982
529,1,3,1361595600,0.08968718422771912
333,1,3,1357275600,0.11681919419508163
1538,1,3,1358744400,0.1200741947292942
2282,1,3,1353819600,0.17338784380824693
1519,1,3,1363924800,0.17037020747650092
2966,1,3,1342238400,0.18008817213224268
474,1,3,1346817600,0.1724311452084468
330,1,3,1381377600,0.19296054606635868
958,1,3,1363579200,0.14419896623786135
17,1,3,1330837200,0.12940214025660537
1295,1,3,1329541200,0.2685179388549137
38,1,3,1354165200,0.11763452045068921
1952,1,3,1305518400,0.1517742326302526
223,1,3,1304395200,0.17101435107456509
625,1,2,1293426000,0.1492479391046849
1392,1,2,1418101200,0.09648027303317934
3355,1,2,1414990800,0.09648027303317934
1881,1,2,1404964800,0.09648027303317934
58,1,2,1412654400,0.09648027303317934
96,1,2,1410148800,0.1950062427971013
1580,1,2,1392526800,0.10653117221615373
196,1,2,1391576400,0.0969970562521496
146,1,2,1390885200,0.09648027303317934
416,1,2,1391835600,0.12292070464628999
1198,1,2,1390453200,0.09648027303317934
3319,1,2,1387256400,0.09528336704948374
1867,1,2,1396411200,0.09385343656937384
896,1,2,1384059600,0.09648027303317934
617,1,2,1383886800,0.09385036836174442
3300,1,2,1380254400,0.4354836767364623
1877,1,2,1378353600,0.2214498822122591
462,1,2,1378353600,0.15432210856153986
3279,1,2,1375675200,0.1612259323006577
454,1,2,1387256400,0.09648027303317934
1860,1,2,1371182400,0.09648027303317934
121,1,2,1370318400,0.157385284112644
151,1,2,1376366400,0.27007156105582963
1570,1,2,1373688000,0.09648027303317934
1573,1,2,1408939200,0.09409042913787131
1063,1,2,1365912000,0.11635397634082009
1353,1,2,1402200000,0.13529676162605825
459,1,2,1372910400,0.14184038059279408
2334,1,2,1363924800,0.1224162407717502
1267,1,2,1363320000,0.09648027303317934
1060,1,2,1362114000,0.09648027303317934
1061,1,2,1361595600,0.09340128691844383
7431,1,2,1362459600,0.09552838869092939
1355,1,2,1376884800,0.15090837311438582
71,1,2,1355029200,0.09648027303317934
3070,1,2,1353992400,0.09648027303317934
2113,1,2,1352696400,0.09648027303317934
3001,1,2,1352610000,0.09648027303317934
396,1,2,1352437200,0.09648027303317934
2260,1,2,1350446400,0.09402286843677869
142,1,2,1365566400,0.13483318000186148
2238,1,2,1344139200,0.09648027303317934
123,1,2,1343880000,0.09532686259588449
2942,1,2,1347940800,0.14265015546601917
1509,1,2,1339992000,0.09202469381910455
7410,1,2,1337659200,0.08758610882035327
1760,1,2,1335412800,0.10204579201823705
2876,1,2,1333080000,0.09648027303317934
259,1,2,1397448000,0.12116613417897992
1493,1,2,1332820800,0.09648027303317934
2845,1,2,1329368400,0.09648027303317934
370,1,2,1329109200,0.09053421899361004
2844,1,2,1328936400,0.09691994853976402
2167,1,2,1327381200,0.12112515131684555
156,1,2,1325739600,0.09648027303317934
2808,1,2,1323925200,0.12771254171130522
255,1,2,1323147600,0.09648027303317934
736,1,2,1324357200,0.12694419525767914
7603,1,2,1320901200,0.09648027303317934
346,1,2,1333857600,0.09648027303317934
9,1,2,1329454800,0.0947543314560764
75,1,2,1320642000,0.07925129279311793
175,1,2,1318910400,0.09648027303317934
2754,1,2,1317268800,0.09511651508152988
22,1,2,1320728400,0.09648027303317934
155,1,2,1311307200,0.09471204176789702
1261,1,2,1309320000,0.09312708968292448
2552,1,2,1307851200,0.20455737666527496
2586,1,2,1307592000,0.1276006828809417
710,1,2,1314504000,0.09573377483784005
578,1,2,1307332800,0.1289323515555403
472,1,2,1306814400,0.19727143386229715
2472,1,2,1304395200,0.09648027303317934
1606,1,2,1302062400,0.0955281155965954
4,1,2,1299646800,0.09648027303317934
563,1,2,1312862400,0.13386437126648362
744,1,1,1294549200,0.16414506102548745
3422,1,1,1420347600,0.09648027303317934
250,1,1,1418360400,0.09506164004398206
249,1,1,1418101200,0.09648027303317934
2427,1,1,1417064400,0.094544770708539
3414,1,1,1416978000,0.2016234336204641
1590,1,1,1414728000,0.09648027303317934
2305,1,1,1411876800,0.09295318814748407
1900,1,1,1411358400,0.11836873706722459
3392,1,1,1406520000,0.09338756770982848
1065,1,1,1405656000,0.09648027303317934
1147,1,1,1402372800,0.16684567638559766
1072,1,1,1402200000,0.05728497548135791
3375,1,1,1399176000,0.1365225933524594
1024,1,1,1396843200,0.09648027303317934
709,1,1,1396497600,0.15632122593692277
1382,1,1,1392008400,0.152929320346246
3332,1,1,1386219600,0.09648027303317934
1885,1,1,1385787600,0.09648027303317934
3330,1,1,1385701200,0.09648027303317934
1197,1,1,1385182800,0.09648027303317934
3316,1,1,1385182800,0.09376356322128636
1886,1,1,1384923600,0.09648027303317934
154,1,1,1384837200,0.09623711110836874
1522,1,1,1379908800,0.10789305514926559
2391,1,1,1379131200,0.0944580635546894
3298,1,1,1378180800,0.10769868309192987
432,1,1,1377921600,0.09648027303317934
3292,1,1,1377576000,0.09434364846841446
3290,1,1,1377576000,0.09648027303317934
7597,1,1,1376020800,0.09234398527685535
3274,1,1,1375502400,-0.0020420963838640505
1875,1,1,1375416000,0.09476699290773367
291,1,1,1374897600,0.09648027303317934
158,1,1,1374811200,0.09648027303317934
1579,1,1,1374552000,0.15096602312737523
1846,1,1,1372392000,0.09444669550843832
1066,1,1,1372392000,0.1415083121758977
290,1,1,1369368000,0.09482979961059751
3233,1,1,1368936000,0.09648027303317934
891,1,1,1368676800,0.1403849747663033
247,1,1,1373256000,0.09139084327705349
1856,1,1,1367467200,0.09648027303317934
3211,1,1,1367553600,0.18907736179443
115,1,1,1367380800,0.09648027303317934
1365,1,1,1366948800,0.09440247849876593
483,1,1,1366862400,0.14141946270460534
3210,1,1,1366430400,0.09648027303317934
3189,1,1,1366171200,0.09648027303317934
3193,1,1,1366084800,0.09648027303317934
2352,1,1,1365912000,0.10989486377976414
1847,1,1,1365825600,-0.2435924413005229
3173,1,1,1365307200,0.16059605105115174
1051,1,1,1365048000,0.03239084162863078
1843,1,1,1364788800,0.14323886631533123
2342,1,1,1364616000,0.09482979961059751
7341,1,1,1364529600,0.15512814168085234
3139,1,1,1364529600,0.09648027303317934
1186,1,1,1364443200,0.0931562970978456
